index,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Meaning of Type of operation or tax status code,Number of establishments,"Value of sales, shipments, receipts, revenue, or business done ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of employees,Number of nonemployer establishments,"Nonemployer value of sales, shipments, receipts, revenue, or business done ($1,000)"
1404,Vermont,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,165,"118,399","42,035","8,713","1,679",N,N
1405,Vermont,72,Accommodation and food services,Total,"1,920","1,564,272","493,990","128,875","31,365","1,104","42,548"
1406,Vermont,81,Other services (except public administration),All establishments,"1,588","755,436","199,340","48,453","7,211","7,074","196,386"
1407,Vermont,81,Other services (except public administration),Establishments subject to federal income tax,"1,057","398,367","109,003","26,463","4,255",N,N
1408,Vermont,81,Other services (except public administration),Establishments exempt from federal income tax,531,"357,069","90,337","21,990","2,956",N,N
1409,Virginia,21,"Mining, quarrying, and oil and gas extraction",Total,273,"4,005,613","673,445",N,"10,285",233,"13,991"
1410,Virginia,22,Utilities,Total,314,Q,"1,398,172","409,725","15,065",395,"15,152"
1411,Virginia,23,Construction,Total,"17,114","42,368,104","8,068,948","1,897,964","177,109","58,292","3,207,108"
1412,Virginia,31-33,Manufacturing,Total,"5,101","96,389,872","11,586,100",N,"228,197","5,610","211,700"
1413,Virginia,42,Wholesale trade,Wholesale Trade,"7,381","120,173,512","6,063,601","1,487,651","106,428","6,996","542,238"
1414,Virginia,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","6,232","86,613,641","4,983,077","1,216,101","88,353",N,N
1415,Virginia,42,Wholesale trade,Manufacturers' sales branches and offices,399,"19,704,118","823,290","211,883","11,978",N,N
1416,Virginia,44-45,Retail trade,Total,"27,415","110,002,385","10,007,879","2,467,583","410,918","41,989","1,436,247"
1417,Virginia,48-49 (104),Transportation and warehousing (104),Total,"4,779","14,857,649","3,926,070","962,064","90,068","24,334","1,249,423"
1418,Virginia,51,Information,Total,"3,916",N,"8,080,175","2,231,612","101,402","8,006","268,335"
1419,Virginia,52,Finance and insurance,Total,"11,190",N,"11,430,045","3,358,871","153,274","14,874","965,384"
1420,Virginia,53,Real estate and rental and leasing,Total,"8,862","11,758,935","2,378,302","578,029","54,246","60,596","5,404,113"
1421,Virginia,54,"Professional, scientific, and technical services",All establishments,"29,368","92,775,903","36,364,714","8,889,877","429,690","86,799","4,305,067"
1422,Virginia,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"29,176","90,042,173","35,093,571","8,562,798","416,651",N,N
1423,Virginia,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,192,"2,733,730","1,271,143","327,079","13,039",N,N
1424,Virginia,55,Management of companies and enterprises,Total,"1,322","1,421,845","6,131,955","1,900,542","62,948",N,N
1425,Virginia,56,Administrative and support and waste management and remediation services,Total,"10,385","20,309,528","9,041,937","2,185,784","249,802","45,000","974,220"
1426,Virginia,61,Educational services,All establishments,"2,100","2,048,655","691,776","173,639","19,327","17,841","264,186"
1427,Virginia,61,Educational services,Establishments subject to federal income tax,"1,794","1,478,589","520,833","132,699","16,095",N,N
1428,Virginia,61,Educational services,Establishments exempt from federal income tax,306,"570,066","170,943","40,940","3,232",N,N
1429,Virginia,62,Health care and social assistance,All establishments,"18,774","47,705,003","18,628,840","4,460,245","411,108","39,472","1,111,019"
1430,Virginia,62,Health care and social assistance,Establishments subject to federal income tax,"16,070","25,556,369","10,868,095","2,518,104","236,459",N,N
1431,Virginia,62,Health care and social assistance,Establishments exempt from federal income tax,"2,704","22,148,634","7,760,745","1,942,141","174,649",N,N
1432,Virginia,71,"Arts, entertainment, and recreation",All establishments,"2,744","4,243,570","1,268,149","292,428","54,248","29,752","531,309"
1433,Virginia,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"1,970","2,992,964","875,671","200,802","35,718",N,N
1434,Virginia,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,774,"1,250,606","392,478","91,626","18,530",N,N
1435,Virginia,72,Accommodation and food services,Total,"16,832","17,795,901","4,908,554","1,177,786","320,514","7,306","262,954"
1436,Virginia,81,Other services (except public administration),All establishments,"14,726","17,079,391","4,471,231","1,096,954","112,430","77,114","1,931,351"
1437,Virginia,81,Other services (except public administration),Establishments subject to federal income tax,"11,654","6,881,051","2,289,269","564,185","76,041",N,N
1438,Virginia,81,Other services (except public administration),Establishments exempt from federal income tax,"3,072","10,198,340","2,181,962","532,769","36,389",N,N
1439,Washington,21,"Mining, quarrying, and oil and gas extraction",Total,163,"963,976","139,161",N,"2,527",241,"22,232"
1440,Washington,22,Utilities,Total,297,Q,"759,825","217,502","9,213",326,"11,260"
1441,Washington,23,Construction,Total,"17,747","33,710,762","7,090,412","1,564,765","138,671","30,834","1,802,478"
1442,Washington,31-33,Manufacturing,Total,"6,992","131,530,601","14,461,753",N,"248,192","8,816","337,629"
1443,Washington,42,Wholesale trade,Wholesale Trade,"9,361","143,082,471","7,083,739","1,721,775","121,805","7,759","642,233"
1444,Washington,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","7,733","83,313,366","5,789,801","1,397,696","103,307",N,N
1445,Washington,42,Wholesale trade,Manufacturers' sales branches and offices,515,"41,721,034","952,740","246,471","12,260",N,N
1446,Washington,44-45,Retail trade,Total,"21,588","118,924,049","8,722,511","2,101,324","307,089","37,816","1,355,303"
1447,Washington,48-49 (104),Transportation and warehousing (104),Total,"4,840","16,790,754","4,274,033","1,057,098","87,862","17,609","1,335,734"
1448,Washington,51,Information,Total,"3,281",N,"15,482,134","3,526,418","128,014","7,026","226,457"
1449,Washington,52,Finance and insurance,Total,"9,737",N,"7,004,534","1,913,582","97,245","11,569","818,612"
1450,Washington,53,Real estate and rental and leasing,Total,"9,913","9,695,455","1,895,112","458,517","45,209","50,509","5,362,885"
1451,Washington,54,"Professional, scientific, and technical services",All establishments,"20,047","28,283,590","11,976,540","2,820,238","167,512","76,595","3,102,375"
1452,Washington,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"19,882",D,D,D,m,N,N
1453,Washington,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,165,D,D,D,j,N,N
1454,Washington,55,Management of companies and enterprises,Total,"1,023","2,048,070","7,626,509","1,982,056","70,317",N,N
1455,Washington,56,Administrative and support and waste management and remediation services,Total,"9,045","12,741,470","5,445,525","1,303,633","141,235","27,950","613,369"
1456,Washington,61,Educational services,All establishments,"2,069","1,191,626","414,230","96,478","16,424","13,411","198,192"
1457,Washington,61,Educational services,Establishments subject to federal income tax,"1,650","957,435","329,459","75,926","12,834",N,N
1458,Washington,61,Educational services,Establishments exempt from federal income tax,419,"234,191","84,771","20,552","3,590",N,N
1459,Washington,62,Health care and social assistance,All establishments,"19,833","43,966,889","17,833,156","4,269,611","374,227","32,478","1,162,835"
1460,Washington,62,Health care and social assistance,Establishments subject to federal income tax,"16,888","20,414,038","8,703,184","2,045,032","194,136",N,N
1461,Washington,62,Health care and social assistance,Establishments exempt from federal income tax,"2,945","23,552,851","9,129,972","2,224,579","180,091",N,N
1462,Washington,71,"Arts, entertainment, and recreation",All establishments,"2,744","5,093,037","1,552,900","333,892","58,770","26,788","532,788"
1463,Washington,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"2,029","4,079,616","1,177,322","246,408","41,184",N,N
1464,Washington,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,715,"1,013,421","375,578","87,484","17,586",N,N
1465,Washington,72,Accommodation and food services,Total,"16,333","14,297,278","4,159,668","980,823","234,145","5,107","221,279"
1466,Washington,81,Other services (except public administration),All establishments,"12,425","13,185,169","2,203,332","530,578","69,976","49,869","1,301,822"
1467,Washington,81,Other services (except public administration),Establishments subject to federal income tax,"9,852","4,710,417","1,503,082","359,541","54,069",N,N
1468,Washington,81,Other services (except public administration),Establishments exempt from federal income tax,"2,573","8,474,752","700,250","171,037","15,907",N,N
1469,West Virginia,21,"Mining, quarrying, and oil and gas extraction",Total,615,"15,774,673","2,788,561",N,"40,033","3,282","124,197"
1470,West Virginia,22,Utilities,Total,221,Q,"453,649","121,621","5,849",104,"3,981"
1471,West Virginia,23,Construction,Total,"3,021","4,974,864","1,116,440","243,744","26,653","9,130","383,098"
1472,West Virginia,31-33,Manufacturing,Total,"1,245","24,553,072","2,603,899",N,"48,686","1,295","43,630"
1473,West Virginia,42,Wholesale trade,Wholesale Trade,"1,553","19,749,055","918,387","228,903","19,901","1,312","101,527"
1474,West Virginia,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","1,334","14,295,437","761,864","190,086","16,906",N,N
1475,West Virginia,42,Wholesale trade,Manufacturers' sales branches and offices,160,"4,628,851","137,126","34,452","2,511",N,N
1476,West Virginia,44-45,Retail trade,Total,"6,393","22,637,923","1,908,476","468,900","85,305","10,697","416,348"
1477,West Virginia,48-49 (104),Transportation and warehousing (104),Total,"1,234","2,796,925","602,177","151,019","15,705","3,571","250,198"
1478,West Virginia,51,Information,Total,673,N,"509,224","131,502","10,945",937,"22,464"
1479,West Virginia,52,Finance and insurance,Total,"2,148",N,"806,577","219,727","17,875","2,229","97,667"
1480,West Virginia,53,Real estate and rental and leasing,Total,"1,405","1,255,751","203,801","47,468","6,011","8,202","607,660"
1481,West Virginia,54,"Professional, scientific, and technical services",All establishments,"2,974","3,104,847","1,143,370","278,837","24,816","9,410","316,833"
1482,West Virginia,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"2,918","2,804,661","1,053,429","257,255","23,115",N,N
1483,West Virginia,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,56,"300,186","89,941","21,582","1,701",N,N
1484,West Virginia,55,Management of companies and enterprises,Total,247,"447,034","370,078","97,681","4,860",N,N
1485,West Virginia,56,Administrative and support and waste management and remediation services,Total,"1,427","1,744,191","817,110","198,370","31,878","7,548","133,021"
1486,West Virginia,61,Educational services,All establishments,166,"72,758","24,755","6,130","1,139","2,381","22,431"
1487,West Virginia,61,Educational services,Establishments subject to federal income tax,113,"38,097","13,213","3,176",686,N,N
1488,West Virginia,61,Educational services,Establishments exempt from federal income tax,53,"34,661","11,542","2,954",453,N,N
1489,West Virginia,62,Health care and social assistance,All establishments,"4,939","12,259,395","4,824,497","1,155,954","129,075","7,460","206,947"
1490,West Virginia,62,Health care and social assistance,Establishments subject to federal income tax,"3,734","5,125,481","2,107,523","492,000","57,400",N,N
1491,West Virginia,62,Health care and social assistance,Establishments exempt from federal income tax,"1,205","7,133,914","2,716,974","663,954","71,675",N,N
1492,West Virginia,71,"Arts, entertainment, and recreation",All establishments,756,"631,768","128,392","30,394","8,349","4,055","74,941"
1493,West Virginia,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,631,"550,089","98,914","23,816","6,055",N,N
1494,West Virginia,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,125,"81,679","29,478","6,578","2,294",N,N
1495,West Virginia,72,Accommodation and food services,Total,"3,629","4,036,333","975,942","230,705","66,302","1,276","60,280"
1496,West Virginia,81,Other services (except public administration),All establishments,"2,661","1,773,288","443,622","109,705","16,583","15,046","330,059"
1497,West Virginia,81,Other services (except public administration),Establishments subject to federal income tax,"2,003","1,246,803","343,211","85,224","12,728",N,N
1498,West Virginia,81,Other services (except public administration),Establishments exempt from federal income tax,658,"526,485","100,411","24,481","3,855",N,N
1499,Wisconsin,21,"Mining, quarrying, and oil and gas extraction",Total,145,"1,158,213","244,014",N,"4,059",143,"10,897"
1500,Wisconsin,22,Utilities,Total,323,Q,"1,247,335","365,902","14,046",190,"8,443"
1501,Wisconsin,23,Construction,Total,"12,211","25,617,014","5,063,372","1,014,086","102,538","38,485","2,151,978"
1502,Wisconsin,31-33,Manufacturing,Total,"8,995","177,728,926","21,879,290",N,"436,777","7,127","329,780"
